outer,inner,mae_classic,mae_robust1,mae_robust2,rmse_classic,rmse_robust1,rmse_robust2,fval_classic,fval_robust1,fval_robust2,exitflag_classic,exitflag_robust1,exitflag_robust2,time_classic,time_robust1,time_robust2,hyp_classic_1,hyp_classic_2,hyp_classic_3,hyp_classic_4,hyp_classic_5,hyp_classic_6,hyp_classic_7,hyp_classic_8,hyp_classic_9,hyp_classic_10,hyp_classic_11,hyp_robust1_1,hyp_robust1_2,hyp_robust1_3,hyp_robust1_4,hyp_robust1_5,hyp_robust1_6,hyp_robust1_7,hyp_robust1_8,hyp_robust1_9,hyp_robust1_10,hyp_robust1_11,hyp_robust2_1,hyp_robust2_2,hyp_robust2_3,hyp_robust2_4,hyp_robust2_5,hyp_robust2_6,hyp_robust2_7,hyp_robust2_8,hyp_robust2_9,hyp_robust2_10,hyp_robust2_11
6,2,3.05553781650519,2.39811567723185,2.41605235748015,3.7070259191679,3.64443715380974,3.60232680943435,4522.80380446626,8.63535583122188,5.90620745733061,5,5,5,46.5774789,4.2052662,5.6025232,2.23832050428702,0.173619879727698,2.69184249200241,0.7368219024577,-0.185013165095566,3.56138499823603,-16.0273753253478,2.50625543680366,36.0299763025513,2.67764340317998,-4.69339841311493,2.23163334571746,0.17364660541538,2.64797949801736,0.667216564706643,-0.104543301371828,3.56138499823603,-16.0273753253478,2.49956828271037,36.0299763025513,2.63378040008093,-4.70205250432003,2.22760113104387,0.172179085632487,2.64229855915745,0.719856910465271,-0.0527649196283431,3.56138499823603,-16.0273753253478,2.49553606226748,36.0299763025513,2.62809947915035,-4.69501937927932
6,3,3.05553781650519,2.39811567723185,2.41605235748015,3.7070259191679,3.64443715380974,3.60232680943435,4522.80380446626,8.63535583122188,5.90620745733061,5,5,5,47.5301237,3.5294666,5.7861949,2.23832050428702,0.173619879727698,2.69184249200241,0.7368219024577,-0.185013165095566,3.56138499823603,-16.0273753253478,2.50625543680366,36.0299763025513,2.67764340317998,-4.69339841311493,2.23163334571746,0.17364660541538,2.64797949801736,0.667216564706643,-0.104543301371828,3.56138499823603,-16.0273753253478,2.49956828271037,36.0299763025513,2.63378040008093,-4.70205250432003,2.22760113104387,0.172179085632487,2.64229855915745,0.719856910465271,-0.0527649196283431,3.56138499823603,-16.0273753253478,2.49553606226748,36.0299763025513,2.62809947915035,-4.69501937927932
6,4,3.05553781650519,2.39811567723185,2.41605235748015,3.7070259191679,3.64443715380974,3.60232680943435,4522.80380446626,8.63535583122188,5.90620745733061,5,5,5,49.1526356,4.2352071,7.2594702,2.23832050428702,0.173619879727698,2.69184249200241,0.7368219024577,-0.185013165095566,3.56138499823603,-16.0273753253478,2.50625543680366,36.0299763025513,2.67764340317998,-4.69339841311493,2.23163334571746,0.17364660541538,2.64797949801736,0.667216564706643,-0.104543301371828,3.56138499823603,-16.0273753253478,2.49956828271037,36.0299763025513,2.63378040008093,-4.70205250432003,2.22760113104387,0.172179085632487,2.64229855915745,0.719856910465271,-0.0527649196283431,3.56138499823603,-16.0273753253478,2.49553606226748,36.0299763025513,2.62809947915035,-4.69501937927932
7,1,1.6045886159422,1.31996396623915,1.31906846248543,1.69582126155986,1.36104169392235,1.36024128977801,3618.11318712676,9.26766734097941e-11,7.56449405074589e-05,5,5,5,198.0106551,6.1422121,4.2022373,1.73554159831625,0.322688243269441,1.41998595053935,-0.379396591056094,0.973174933371262,2.44264223201637,-16.0273746622777,2.00347362787367,36.0299763025513,1.4057868877064,-4.30986106697409,1.73554310417672,0.322688223573319,1.41998799160967,-0.37939455790407,0.986495502950061,2.44264223201637,-16.0273746622777,2.0034740924143,36.0299763025513,1.40578894168206,-4.30985768087616,1.73613059507331,0.322530063291853,1.42137263513668,-0.378621506155972,0.986054941044016,2.44264223201637,-16.0273746622777,2.00406262293014,36.0299763025513,1.40717357247606,-4.30949572097054
7,2,1.60714409762209,1.32061980910945,1.3190546727701,1.69923617385262,1.36173961322532,1.36020102281074,3618.11313076625,8.58392611154355e-11,8.60769980553265e-05,5,5,5,65.3471469,5.5628297,3.5125242,1.7355421101305,0.321876488756195,1.42017161751441,-0.379714474483894,0.972987994770243,2.44241216783903,-16.0273746622777,2.00347526011436,36.0299763025513,1.40597188138812,-4.31276842610046,1.7355436861475,0.321876096390871,1.42017350792117,-0.379713093303016,0.986400826052392,2.44241216783903,-16.0273746622777,2.00347579244997,36.0299763025513,1.40597378223683,-4.31276570846261,1.73616035954786,0.32173596591419,1.42154780011538,-0.378944814108205,0.985987630218333,2.44241216783903,-16.0273746622777,2.00409350685854,36.0299763025513,1.40734806419612,-4.31237947385347
7,3,1.60643789904094,1.32064164298779,1.31994662673175,1.69760474657611,1.36136293451818,1.36094496135725,3618.1130953577,0.000135929565621707,8.32705568352075e-05,5,5,5,211.1275976,2.499601,3.0584796,1.73525359548349,0.321908531635071,1.41937968657604,-0.380607499650552,0.973176306448447,2.4426020457277,-16.0273743432343,2.00318728111051,36.0299763025513,1.40517875730819,-4.31312335442215,1.73605178917525,0.321922261531735,1.42076589695706,-0.379666597522362,0.986005003016432,2.4426020457277,-16.0273743432343,2.00398547240625,36.0299763025513,1.40656496780479,-4.31289121547101,1.73582835635336,0.321743028202479,1.4207839503651,-0.379824689767292,0.986083822839479,2.4426020457277,-16.0273743432343,2.00376203859627,36.0299763025513,1.40658302119539,-4.31276739092595
7,4,1.60643793821927,1.32067259641348,1.32097470971374,1.69760478865634,1.36139457171897,1.36179537556299,3618.1130953577,0.000136019419814801,8.8241303000679e-05,5,5,5,46.1872558,2.4195258,3.4651511,1.73525359548349,0.321908531635071,1.41937968657604,-0.380607499650552,0.973176306448447,2.4426020457277,-16.0273743432343,2.00318728111051,36.0299763025513,1.40517875730819,-4.31312335442215,1.73605196752439,0.32192227549541,1.42076583718288,-0.379666789018176,0.986003600727863,2.4426020457277,-16.0273743432343,2.00398565100635,36.0299763025513,1.40656490790997,-4.31289113911743,1.73595705153268,0.321871869096682,1.42075762406978,-0.379875962039243,0.986017147456913,2.4426020457277,-16.0273743432343,2.00389073327976,36.0299763025513,1.40655669468884,-4.31277396066302
8,1,3.14453708887311,1.31186553283721,1.30585584497219,4.32339630560758,1.68726278662272,1.6783714044613,3499.8449560153,0.000844098660356365,0.00379792451210168,5,5,5,222.6052772,8.0117082,13.0489147,1.58876900305593,0.309259731398889,1.38842783933716,-0.284119875908762,1.16812287351256,2.29993657045028,-16.0273741749804,1.85670402959758,36.0299763025513,1.37422801645829,-4.50078793215179,1.58754280407778,0.30906892443595,1.38528595830594,-0.287498311038042,1.08193845666886,2.29993657045028,-16.0273741749804,1.85547781425387,36.0299763025513,1.37108613561841,-4.50796146941823,1.58582129066585,0.311110330243752,1.38199039064945,-0.286232382933773,1.08232090614828,2.29993657045028,-16.0273741749804,1.85370937209298,36.0299763025513,1.36777868592729,-4.50458084597676
8,2,3.14453709099515,1.30503724354948,1.30357213958363,4.32339630796222,1.67599587806182,1.67492897785646,3499.8449560004,0.0065355955146228,0.00665365550096454,5,5,5,34.3041391,8.1925735,6.9331546,1.58876900305593,0.309259731398889,1.38842783933716,-0.284119875908762,1.16812287351256,2.29993657045028,-16.0273741749804,1.85670402959758,36.0299763025513,1.37422801645829,-4.50078793215179,1.58582921732686,0.309940456481322,1.38184768371527,-0.288377622418894,1.0824096172675,2.29993657045028,-16.0273741749804,1.85356258572315,36.0299763025513,1.36764786326691,-4.50437449898585,1.58518894657816,0.312582245913417,1.38184631215685,-0.286843868708806,1.0823249083893,2.29993657045028,-16.0273741749804,1.85311109325952,36.0299763025513,1.36764649071431,-4.50476774499661
8,3,3.14453709099515,1.30503724354948,1.30357213958363,4.32339630796222,1.67599587806182,1.67492897785646,3499.8449560004,0.0065355955146228,0.00665365550096454,5,5,5,56.7358713,6.6312998,5.8472631,1.58876900305593,0.309259731398889,1.38842783933716,-0.284119875908762,1.16812287351256,2.29993657045028,-16.0273741749804,1.85670402959758,36.0299763025513,1.37422801645829,-4.50078793215179,1.58582921732686,0.309940456481322,1.38184768371527,-0.288377622418894,1.0824096172675,2.29993657045028,-16.0273741749804,1.85356258572315,36.0299763025513,1.36764786326691,-4.50437449898585,1.58518894657816,0.312582245913417,1.38184631215685,-0.286843868708806,1.0823249083893,2.29993657045028,-16.0273741749804,1.85311109325952,36.0299763025513,1.36764649071431,-4.50476774499661
8,4,3.14453709099515,1.30503724354948,1.30357213958363,4.32339630796222,1.67599587806182,1.67492897785646,3499.8449560004,0.0065355955146228,0.00665365550096454,5,5,5,47.2470115,6.6932355,7.1768885,1.58876900305593,0.309259731398889,1.38842783933716,-0.284119875908762,1.16812287351256,2.29993657045028,-16.0273741749804,1.85670402959758,36.0299763025513,1.37422801645829,-4.50078793215179,1.58582921732686,0.309940456481322,1.38184768371527,-0.288377622418894,1.0824096172675,2.29993657045028,-16.0273741749804,1.85356258572315,36.0299763025513,1.36764786326691,-4.50437449898585,1.58518894657816,0.312582245913417,1.38184631215685,-0.286843868708806,1.0823249083893,2.29993657045028,-16.0273741749804,1.85311109325952,36.0299763025513,1.36764649071431,-4.50476774499661
9,1,2.11712687208932,2.11153320932764,2.11213146434188,2.55643808832122,2.61695080236139,2.6162409841785,4654.09917925723,0.000127935183017189,0.000369093033983627,5,5,5,231.7443732,13.1676788,8.935055,1.96170224104053,0.213401606414538,1.6539331746512,-0.411410517533169,0.930467949567739,4.3707192966911,-16.0273738021067,2.22963731670425,36.0299763025513,1.63973342452803,-4.99689027810569,1.96236396128721,0.213731260299363,1.65528424157987,-0.409622800206629,0.964097202585768,4.3707192966911,-16.0273738021067,2.23029901867511,36.0299763025513,1.64108449169347,-4.99415206069356,1.96301400368204,0.213200366817628,1.65635958856583,-0.409604200771678,0.963794578042244,4.3707192966911,-16.0273738021067,2.23094312914576,36.0299763025513,1.64215983849687,-4.99471154374027
9,2,2.12288158192964,2.10938686183673,2.10901658111772,2.56200492777189,2.61084450479717,2.61075633103356,4654.09849478062,0.000262457775253936,0.000125042933692442,5,5,5,105.6608718,6.0887491,11.3571057,1.96165939368659,0.213563397038042,1.65200058250047,-0.411800695457261,0.930148602738981,4.37075564788158,-16.0273737559848,2.22959449965168,36.0299763025513,1.63780023181992,-5.00392888746551,1.96271033496951,0.213172684915582,1.65418122174098,-0.409738536900793,0.963766232269868,4.37075564788158,-16.0273737559848,2.23064542914797,36.0299763025513,1.63998087104302,-5.00159283258966,1.96253259098635,0.213505002408135,1.65372348575924,-0.41011332916055,0.963866290791833,4.37075564788158,-16.0273737559848,2.230467680934,36.0299763025513,1.63952313537268,-5.00163742106351
9,3,2.12288158179708,2.10952177099795,2.1089076514878,2.56200492756248,2.61077561841247,2.61063556354041,4654.09849478062,0.000297454276971434,0.000173116078889996,5,5,5,37.3627466,3.7824444,6.8116412,1.96165939368659,0.213563397038042,1.65200058250047,-0.411800695457261,0.930148602738981,4.37075564788158,-16.0273737559848,2.22959449965168,36.0299763025513,1.63780023181992,-5.00392888746551,1.96276615749075,0.213058658509162,1.6542416484819,-0.409719719536853,0.963749645518845,4.37075564788158,-16.0273737559848,2.23070125530553,36.0299763025513,1.64004129792602,-5.00165157375925,1.96263486759499,0.213418484561903,1.65411264289159,-0.410098945208596,0.963787747609067,4.37075564788158,-16.0273737559848,2.23056997747221,36.0299763025513,1.63991422067161,-5.00184033789274
9,4,2.12288158179708,2.10952177099795,2.1089076514878,2.56200492756248,2.61077561841247,2.61063556354041,4654.09849478062,0.000297454276971434,0.000173116078889996,5,5,5,33.2225849,3.9531094,6.0651746,1.96165939368659,0.213563397038042,1.65200058250047,-0.411800695457261,0.930148602738981,4.37075564788158,-16.0273737559848,2.22959449965168,36.0299763025513,1.63780023181992,-5.00392888746551,1.96276615749075,0.213058658509162,1.6542416484819,-0.409719719536853,0.963749645518845,4.37075564788158,-16.0273737559848,2.23070125530553,36.0299763025513,1.64004129792602,-5.00165157375925,1.96263486759499,0.213418484561903,1.65411264289159,-0.410098945208596,0.963787747609067,4.37075564788158,-16.0273737559848,2.23056997747221,36.0299763025513,1.63991422067161,-5.00184033789274
10,1,4.67483812649813,1.9096248474173,1.91223825596281,5.11872321909743,2.37411578714266,2.37637573613363,6041.63766707198,1.53258791719682e-12,0.000198356443909552,5,5,5,476.8780875,14.475163,6.9941631,2.12407995486411,22.8949217170878,1.61424722306742,-0.349131355190097,1.19285720933994,6.91133210816581,-16.0273695448205,2.39223976892421,36.0299763025513,1.59944099001427,-5.46919059911353,2.09388821178962,22.8949217169874,1.61424689661421,-0.349131326428804,1.11412099241533,6.91133210816581,-16.0273695448205,2.36204787016,36.0299763025513,1.59944066730879,-5.46919061917703,2.0938935919195,22.8949217169962,1.61414176218952,-0.348137387880117,1.1141372831902,6.91133210816581,-16.0273695448205,2.3620534074087,36.0299763025513,1.59933553170515,-5.47073926783926
10,2,4.6757577762088,1.91011768005498,1.91157087603119,5.1194784915703,2.37459604264092,2.37600414999324,6041.63766559486,2.91712134738552e-05,0.000168925937622857,5,5,5,78.4211265,4.0225154,4.890164,2.1240828737786,22.8949217631084,1.61434887701646,-0.34907247043975,1.19290306071611,6.91130969382198,-16.0273695448205,2.3922453303415,36.0299763025513,1.59954255354047,-5.46887986180224,2.09387897439274,22.8949217628509,1.61442351954083,-0.349155351537642,1.11414777190953,6.91130969382198,-16.0273695448205,2.36204140964725,36.0299763025513,1.59961719603963,-5.46966318543919,2.09389210967006,22.8949217629085,1.61449155535761,-0.348022692756557,1.11418384208644,6.91130969382198,-16.0273695448205,2.36205455970452,36.0299763025513,1.59968523233182,-5.47039443284762
10,3,4.67708196483318,1.90948153615211,1.91059459335038,5.12066599152845,2.37412389839553,2.37446780851703,6041.63766515675,1.66298245793982e-12,0.000260573358460372,5,5,5,57.1464662,4.1530843,2.8898295,2.12408336518727,22.8949217837273,1.61434471776361,-0.349050105764738,1.19290369047335,6.91132389901093,-16.0273695549373,2.39224554695159,36.0299763025513,1.59953864067894,-5.46879830997399,2.09388624911149,22.8949217837485,1.6143447272854,-0.349050105096804,1.1141431304884,6.91132389901093,-16.0273695549373,2.36204835588039,36.0299763025513,1.59953865290734,-5.46879837290654,2.09386199721426,22.8949217837158,1.61441940870833,-0.348038866720291,1.11407758007032,6.91132389901093,-16.0273695549373,2.36202417448501,36.0299763025513,1.59961333316022,-5.47043019113973
10,4,4.67764391973438,1.90946585158539,1.91102377463529,5.12116831120781,2.37412006176782,2.37507240809967,6041.63766507889,1.3958800330306e-12,0.000242041773473548,5,5,5,98.6993596,4.6149448,2.4484651,2.12408334440088,22.8949217433694,1.61434702555901,-0.349052108390308,1.19290463382526,6.9113329399909,-16.0273694972866,2.39224590379655,36.0299763025513,1.59954088135368,-5.46876181389818,2.09388795644388,22.8949217433117,1.61434703978604,-0.349052134528401,1.11413955008849,6.9113329399909,-16.0273694972866,2.36205047803699,36.0299763025513,1.59954089487431,-5.46876198138719,2.09387519759282,22.8949217432457,1.61444013008272,-0.347963397428962,1.11410507441268,6.9113329399909,-16.0273694972866,2.36203775384846,36.0299763025513,1.59963398514909,-5.47045139403627
11,1,7.82369028595349,3.44895211009158,3.44883492195227,8.26626042969736,4.09265417626329,4.0915907432906,2314.20305637399,9.409288109759e-12,0.000789587424445422,5,5,5,23.4921457,1.4350261,1.8723926,2.22857224822634,22.8947309216374,1.87552404895153,0.0152373695308759,1.33570062299103,4.1691641788675,-16.0273690631528,2.49672006680823,36.0299763025513,1.8607260846394,-5.03781902300686,2.15850226866311,22.8947310074199,1.8755240471417,0.0152373182344546,1.23794478614533,4.1691641788675,-16.0273690631528,2.4266498730457,36.0299763025513,1.860726082954,-5.03781906259869,2.15847187817461,22.8947310233376,1.87596497528355,0.0150531233193732,1.2380020769032,4.1691641788675,-16.0273690631528,2.42661967092482,36.0299763025513,1.86116700611689,-5.04221853764865
11,2,8.16761216135909,3.44714231633016,3.44455132521958,8.61218020163894,4.08966632231339,4.08709400846991,2314.20285323063,0.00100899134297653,2.89309318769217e-06,5,5,5,21.7525452,1.5461021,2.7260225,2.22870185332616,22.8946981184175,1.87446587210576,0.0160987553493271,1.33400378839526,4.16914664843323,-16.0273690799444,2.49685289960159,36.0299763025513,1.8596683322903,-5.04237663539261,2.16028462756114,22.8946982100863,1.87537575255405,0.0157175041595143,1.23017253944891,4.16914664843323,-16.0273690799444,2.42843570517952,36.0299763025513,1.86057820782587,-5.04572908672795,2.16021627161307,22.8946982173822,1.87441353993244,0.0160755974781989,1.23011321768562,4.16914664843323,-16.0273690799444,2.42825122075663,36.0299763025513,1.85961599871636,-5.04227540812858
11,3,8.12184113019299,3.44442894699301,3.44728152252334,8.56599804644299,4.08692387140641,4.08944104456905,2314.20283638877,9.45286750582719e-12,0.000480756862757359,5,5,5,13.3723739,2.8219499,4.7946076,2.22870861900834,22.8946959164421,1.87455330909316,0.0158384722502515,1.33409121292918,4.16914985891096,-16.0273690723899,2.49686049983561,36.0299763025513,1.85975579210738,-5.04284883523929,2.16005424807612,22.8946960178502,1.8745533205218,0.0158384488009711,1.2308898830265,4.16914985891096,-16.0273690723899,2.42820598023394,36.0299763025513,1.85975578808627,-5.04284888363559,2.1601083381724,22.8946959956212,1.87502608630628,0.0159613494018574,1.23106318564512,4.16914985891096,-16.0273690723899,2.42817878829114,36.0299763025513,1.86023526357473,-5.04598015052755
11,4,8.12184103723997,3.44442893063126,3.44619630481677,8.56599795252091,4.08692385795769,4.08847166554344,2314.20283638877,8.65758357728317e-12,0.000286014546005977,5,5,5,10.2111061,2.1048755,3.6523938,2.22870861900834,22.8946959164421,1.87455330909316,0.0158384722502515,1.33409121292918,4.16914985891096,-16.0273690723899,2.49686049983561,36.0299763025513,1.85975579210738,-5.04284883523929,2.16005432455691,22.8946960154199,1.87455332951374,0.0158384353578513,1.23089001291195,4.16914985891096,-16.0273690723899,2.42820567769193,36.0299763025513,1.85975582669806,-5.04284894080068,2.16005913734,22.8946960200809,1.87495232478194,0.0163676629768083,1.23098238468496,4.16914985891096,-16.0273690723899,2.42822178285498,36.0299763025513,1.86015480566114,-5.04516323373673
